borrower_id,age,monthly_income,credit_score,loan_amount,interest_rate,loan_tenure_months,days_past_due,number_of_missed_payments,contact_response_rate,prior_collection_attempts,customer_tenure,emi_amount,last_payment_amount,outstanding_balance,recovered,debt_to_income_ratio,payment_behavior_score,delinquency_index,employment_status_Retired,employment_status_Self-Employed,employment_status_Unemployed,preferred_contact_channel_Phone,preferred_contact_channel_SMS,preferred_contact_channel_WhatsApp,region_East,region_North,region_South,region_West,repayment_status_Defaulted,repayment_status_Late
BRW-00011,-0.9412503344897505,-0.03410003493717317,1.1619944223357506,1.4389031781146682,1.2206777506069657,1.4827027515017952,0.5610122405598782,0.28010056113806575,0.31215320848123596,-0.6235043445308305,0.4243248471647705,-0.23999161308021838,0.14598898887648576,0.5313476377226645,1,0.2083227057530474,0.7451880086218037,0.22217211542969717,False,False,False,False,True,False,False,False,True,False,False,True
BRW-00012,0.06712689659876972,0.031916515028747185,-0.8133866890583049,-0.28554144063468423,0.02949618549531166,-1.322376867500172,0.7894302657807877,0.009471999652011922,0.5674201737519031,-0.30952290403791555,0.9419274310932798,1.138934576540919,1.0502623999782301,0.5705515711032474,1,0.2076621927597803,0.3850118861634621,0.3172580437543133,False,False,False,True,False,False,False,False,True,False,True,False
BRW-00013,0.9979366483727884,-2.234461083535922,-1.3903233946083149,-0.9616156937592579,1.4019903428186509,1.4827027515017952,-1.002772701337117,0.5507291226241195,1.2055875869285713,0.3184399769479142,-1.0134601081922,-0.7525921380022872,-0.6876131774554476,-0.638697115074503,0,0.6227696143139504,-0.5546933904608228,-0.05903945982821229,False,False,False,False,False,True,True,False,False,False,False,True
BRW-00014,1.3082065656307946,-1.1779331790202308,0.5035340518710655,-1.1691014198124905,-0.8749584896071655,0.2360006986120321,0.35016483266365417,1.0919862455962273,0.9503206216579041,0.9464028579337439,0.05050075877195822,-0.7723084561639458,-0.6639893455396985,-0.8482372314373815,0,-0.49314327733815766,-0.7220445287885396,1.3753418844729197,False,False,False,False,False,True,False,False,False,True,False,True
BRW-00015,0.06712689659876972,-1.1061471109316665,0.008121011235730861,-0.15448609111147948,0.3857965120508328,0.2360006986120321,0.5785828578845635,1.0919862455962273,-0.7727313939191002,0.3184399769479142,-0.3808347278351329,-0.4715646049457741,-0.5768606513065782,0.36015851581550584,0,0.6862848954962232,-1.6400708695834012,1.215516600693245,False,False,True,True,False,False,True,False,False,False,True,False
BRW-00016,-1.561790169005763,0.8258038195519177,0.779460302351505,1.0319829324181267,-0.010561247667735002,-0.3873503278328495,0.22717051139085678,1.633243368568335,-0.7089146526014333,-1.565448666009575,0.9706831302004192,0.14923902544839038,-0.20991410931736298,0.44650288522844045,1,-0.0921046366446175,-1.7432094085234642,0.5033836906876055,False,False,False,True,False,False,False,False,False,False,False,True
BRW-00017,-0.08800806203023338,0.8762307234691343,1.5069022354363,-0.7264257713815209,1.4357229181138482,-1.010701354277731,0.2798823633649128,-1.0730422462922033,-1.3470820657781017,0.9464028579337439,1.4595300150217891,-0.14427184577025073,-0.5085606094464818,-0.5365290794265503,1,-0.5815822005733242,-0.6283942353853774,-0.12175571042529915,True,False,False,False,False,False,True,False,False,False,False,True
BRW-00018,-1.6393576483202645,0.3243980614769174,1.4002943659324938,0.03714882672582522,-0.30572128150071126,0.2360006986120321,-0.9852020840124316,0.009471999652011922,-1.1556318418251013,-0.9374857850237454,0.5105919444861887,-0.4408626841155148,-0.45375545926798455,0.14320890710917875,1,-0.13567570640063265,-0.7777370110357855,-0.9957370090685843,True,False,False,False,True,False,False,False,False,False,False,True
BRW-00019,0.06712689659876972,0.8278542939428764,0.2213367502433432,0.349544090360139,1.2122446067831665,-1.010701354277731,-0.4229423296225008,-0.2611565618340419,0.5674201737519031,-1.2514672255166601,-1.4735512939064304,0.6391443290922496,0.9749832139442357,1.4593929823567189,1,0.4065584159647556,0.9033408959588732,-0.9997832187845253,False,True,False,True,False,False,False,False,False,False,False,True
BRW-00020,1.6184764828888007,-0.167097629697101,-0.029505295647965436,-0.17708210099405308,0.20026734792724799,-0.3873503278328495,0.754289031131417,-0.5317851233200958,-0.38983094601309926,1.2603842984266589,-0.7259031171208058,-0.30777574167168126,0.20477313320591894,0.43802537923602647,1,0.2002162736162001,1.005696626271752,0.6611858696093097,False,False,False,False,False,True,False,False,False,False,True,False
BRW-00021,0.5325317724857791,1.2082451477004306,1.086741808568358,-1.0705023596174106,0.7041476913992575,-1.322376867500172,1.8085260706125372,0.5507291226241195,1.014137362975571,0.9464028579337439,-0.6108803206922482,0.07427935214180942,-0.40844524171637525,-1.1629887771149179,0,-0.8913491763484007,-0.5875690030507701,1.850771526096003,False,False,False,False,False,False,False,False,False,True,True,False
BRW-00022,1.1530716070017915,0.007012815584517836,-1.0266024280659174,1.4499625074480649,1.323983762448507,0.2360006986120321,-0.7567840587915222,-0.8024136848061495,-1.1556318418251013,1.5743657389195738,-1.0134601081922,0.03883570677341385,-0.2833519984577465,2.0866222968229273,0,1.1666800172190808,-0.4449525195770707,-0.24516510676150402,False,False,True,False,False,False,False,False,False,True,False,True
BRW-00023,-1.6393576483202645,0.05642085857686486,-0.23017893236101236,0.21987422191547407,1.707691806431376,0.8593517250569137,-0.12424183510285,-1.0730422462922033,-1.4108988070957684,-1.2514672255166601,-1.5023069930135697,-0.42013903942723607,-0.7410013893098472,0.15037352138695076,0,-0.06047596574180606,-1.107031826571643,-1.3740576175090804,False,False,False,True,False,False,False,False,True,False,False,True
BRW-00024,-0.16557554134473493,-0.2692287052127099,-0.8259287913528703,0.784985630838662,0.7821542717694006,0.8593517250569137,0.6840065618326756,1.633243368568335,1.5246712935169058,1.2603842984266589,-0.23705623229943584,-0.32408183982134464,-0.5259809986280048,-0.26472542105098323,0,-0.2414487833763432,-1.0103943589572273,2.077359270188707,False,False,False,False,False,True,False,True,False,False,True,False
BRW-00025,0.7652342104292837,0.687255513429232,0.6164129725221543,0.4635941815315397,-0.6662381799681324,0.8593517250569137,0.43801791928708084,1.0919862455962273,-0.45364768733076616,0.9464028579337439,0.5681033427004676,-0.4627256460320925,-0.4312854199875723,1.2461313554424804,0,0.348861671595202,-1.0405930649971205,1.4259195059221845,False,True,False,True,False,False,False,False,False,True,False,True
BRW-00026,-0.8636828551752489,-0.4258896469865921,-1.6035391336159273,1.7133909776810048,-0.7210536148228279,0.8593517250569137,-0.018818131154737964,-1.0730422462922033,-0.45364768733076616,-0.30952290403791555,0.25179065252193406,-0.2049632689991136,-0.21210891786428185,0.2662560916704838,1,0.1892384823137345,0.41356475782458546,-0.8763738224483208,False,False,True,False,False,False,False,False,False,True,False,True
BRW-00027,-0.08800806203023338,0.9812156834725843,0.08337362500312345,-0.1569208289140638,-0.6852127535716808,0.8593517250569137,-1.002772701337117,-1.343670807778257,-1.6661657723664358,0.0044585364549993185,0.7118818382361646,-0.5930341565924689,-0.599028506801545,-0.46693028083280946,0,-0.5582316957613037,-0.40494471889779804,-1.4792590701235497,False,False,True,False,False,True,False,False,True,False,False,True
BRW-00028,1.6184764828888007,-1.141660253484858,-0.4935630805468864,-0.2651122882119058,-1.4188962662422218,0.8593517250569137,0.3150235980142835,-1.614299369264311,0.24833646716356908,0.3184399769479142,0.5393476435933281,-0.6359526728697479,-0.6717644331293271,-0.9805268138489357,1,-0.6353949115921858,0.2914349828039581,-0.7570106358280574,False,False,False,False,False,True,False,False,True,False,False,True
BRW-00029,0.14469437591327128,-1.108201612440905,0.666581381700416,-0.48894195623150855,-1.5749094269825088,0.8593517250569137,0.5258710059105075,-1.0730422462922033,-0.38983094601309926,0.3184399769479142,0.7118818382361646,-0.6833196623772491,-0.5187567819582551,0.36892660438826635,0,0.6967312160148466,0.6863895178129031,-0.27146546991512144,False,True,False,False,False,False,False,False,True,False,False,True
BRW-00030,0.2998293345422744,0.6902516894296373,1.3563970079015149,-0.4838026274667177,0.2592993546938427,0.2360006986120321,0.3150235980142835,0.28010056113806575,-1.1556318418251013,-0.6235043445308305,-0.23705623229943584,-0.5675660260543033,-0.5055684116283998,0.09646400139960602,0,-0.23970268066894637,-0.8540190357730003,0.0805547753717572,False,False,False,False,True,False,True,False,False,False,False,True
BRW-00031,1.4633415242597976,-0.09097972471189346,-0.7005077684072161,-0.7802222317626887,1.0583397319988288,0.8593517250569137,0.49072977126113687,1.362614807082281,0.31215320848123596,-0.6235043445308305,-0.6396360197993876,-0.688938931789727,-0.576940896283096,-0.9836104601995349,0,-0.749754615143425,-0.8665972745432743,0.9100277671396895,False,False,False,False,False,True,False,False,False,False,False,True
BRW-00032,0.3773968138567759,-0.4588039558763495,-0.1674684208881852,1.6532569136823851,-1.6339414337491043,1.4827027515017952,-0.4405129469471861,-0.2611565618340419,1.077954104293238,-0.30952290403791555,-0.007010639442320594,-0.38600038999217573,0.03127048127557515,1.1181564427706854,0,0.8343497314478394,1.4576176350616994,-0.5729080937527357,False,False,True,False,False,False,False,False,False,True,False,True
BRW-00033,-0.5534129379172427,0.8942567760773077,-1.3025286785463568,1.274014160825362,0.2108087777069973,1.4827027515017952,3.969712001548834,-1.343670807778257,-0.7089146526014333,0.9464028579337439,-0.2658119314065753,-0.33915363161848827,-0.21587175662802113,0.30809162376651167,1,-0.1741276736232352,0.7163379705719597,1.8204249532264445,False,False,False,False,False,True,False,False,False,False,True,False
BRW-00034,-0.6309804172317443,-0.613213738531647,-1.5972680824686445,-0.6390082142479797,-0.46805930010884805,0.8593517250569137,0.5083003885858222,0.28010056113806575,0.7588703977049038,1.2603842984266589,0.19427925430765525,-0.6889897399259381,-0.5917240451552775,-1.0974133387698195,1,-0.7962142352052266,-0.09529699279920238,1.0658068412034232,False,False,False,False,False,True,False,True,False,False,False,True
BRW-00035,1.6184764828888007,-0.20339404675577472,1.4818180308471691,-0.6785176760418907,1.3450666220080056,-0.3873503278328495,-0.12424183510285,1.633243368568335,0.6950536563872369,-1.565448666009575,0.19427925430765525,-0.47841100130022024,-0.5601002951301068,0.0636293510504623,0,-0.03697317327026414,-1.2919950500887636,0.30107320489054906,False,False,False,False,False,False,False,False,True,False,False,True
BRW-00036,-1.561790169005763,1.4068787297488075,0.7167497908786777,-1.3748556468062685,-1.2544499616781346,0.2360006986120321,1.8085260706125372,-0.5317851233200958,-1.5385322897311022,0.632421417440829,0.3380577498433523,-0.8284978367146248,-0.6699925372964884,-0.8191736124358105,0,-0.7466567835724954,-0.4632744096220783,0.976790227452718,False,False,True,False,False,True,False,True,False,False,True,False
BRW-00037,1.0755041276872899,1.5477419576961795,1.6323232583819542,1.295587758384365,0.20026734792724799,1.4827027515017952,1.4571137241188306,1.362614807082281,-1.2194485831427682,0.632421417440829,0.4818362453790493,-0.3356163912659653,0.07084643618088661,2.6574352486472637,1,0.6904003296825078,-0.5254387318673256,2.0490358021771184,False,False,True,False,True,False,False,False,True,False,True,False
BRW-00038,-1.2515202517477566,1.5812227478906733,-1.0328734792132,-0.4488033772411837,1.6170355103255334,-0.3873503278328495,0.7367184138067316,-0.8024136848061495,-0.9641816178721007,0.3184399769479142,-0.5533689224779693,-0.3780052879494785,0.10403387885657947,-0.735532351585329,1,-0.719844572363922,0.9315006397539985,0.0320002587804637,False,True,False,False,False,False,False,False,True,False,True,False
BRW-00039,-0.16557554134473493,-0.285874127437184,1.155723371188468,0.2446148246107302,-0.5608238821706408,-1.010701354277731,-0.15938306975222066,-1.614299369264311,-0.8365481352367671,0.0044585364549993185,1.5457971123432073,0.4982058728167503,0.10744898938874173,0.6348116644098544,0,0.38653395580917893,0.38378461429250205,-1.1757933414279647,False,False,True,False,False,False,False,True,False,False,False,True
BRW-00040,-1.0963852931187537,1.2372108671165354,-1.2398181670735298,1.3761912061776025,0.8201034189764975,0.8593517250569137,-0.24723615637564736,1.362614807082281,-0.19838072206009877,1.5743657389195738,0.8269046346647222,-0.1817704593434453,-0.4949673995954559,-0.4452774262685346,0,-0.5720651365077353,-1.6098592405151435,1.504820595383036,False,False,False,False,False,True,False,False,False,False,False,True
BRW-00041,1.230639086316293,-0.9572215921875049,0.9926760413591174,-0.3233606916071404,1.309225760756858,-1.322376867500172,-0.6162191201940395,1.633243368568335,1.077954104293238,-0.9374857850237454,0.16552355520051584,1.1223081662281857,2.2149444955067943,-0.35972711600808494,1,-0.09303603423059587,0.27722694046108914,0.309165624322431,False,False,False,False,True,False,False,True,False,False,False,True
BRW-00042,-0.3982779792882396,-0.9148865112677992,0.6540392794058506,1.053355584491166,-1.1131948026294962,0.8593517250569137,-0.7216428241421515,-1.614299369264311,-0.1345639807424319,1.5743657389195738,0.9994388293075587,-0.3626291995974184,-0.6125306277603076,1.884002643582914,1,1.9097768615523911,0.11529263632373345,-0.7711723698338513,False,False,False,False,True,False,True,False,False,False,False,True
BRW-00043,-1.4842226896912614,-2.368226515514592,1.0303023482428135,-0.24676861455457164,1.692933804739727,0.8593517250569137,-0.2823773910250181,-0.8024136848061495,0.24833646716356908,0.632421417440829,0.3955691480576311,-0.5397551986269258,-0.5573820869165315,-1.0760324396974073,1,-0.32450533788820984,0.14262076628213247,-0.4090366002571201,False,False,False,True,False,False,False,False,False,True,False,True
BRW-00044,0.14469437591327128,1.6823738912914543,0.39692618236725924,0.6876497370784918,1.0541231600869292,-0.3873503278328495,-0.12424183510285,1.362614807082281,0.6950536563872369,0.3184399769479142,-0.29456763051371465,0.06506319804299535,-0.42154758364798167,0.41939220287458245,0,-0.2590306846028372,-1.2438689895703996,0.9929750663164827,False,False,False,False,False,False,False,False,False,True,False,True
BRW-00045,-0.7085478965462458,-0.8716728473766484,0.9299655298862901,-0.2436656555076387,-1.2818576791054825,-1.010701354277731,-0.7392134414668369,1.633243368568335,-0.006930498107098109,0.632421417440829,-1.6748411876564062,0.13650385565460743,0.21102067453084408,-0.3035684432342127,0,-0.07753866042388555,-0.8310715424673999,0.9666747031628653,True,False,False,False,False,True,False,False,False,False,False,True
BRW-00046,-1.0963852931187537,-0.12922593820452238,-0.6691525126708024,-0.3763261733552581,-0.678887895703831,-0.3873503278328495,1.632819897365684,0.5507291226241195,-0.7727313939191002,-1.2514672255166601,-1.387284196585012,-0.4069559848675051,-0.40278905526344605,0.03672520221915803,1,-0.07799542517474205,-0.8620490954515352,0.7299714347803091,False,False,False,False,False,True,False,False,False,False,True,False
BRW-00047,0.22226185522777284,-0.9183317109564372,-0.08594475597350988,1.6880543729290272,0.41320422947818036,0.2360006986120321,-0.176953687076906,0.8213576841101734,-1.0279983591897677,0.632421417440829,1.3445072185932314,0.05002122841275828,-0.2977086199772661,0.12292746057653878,1,0.32638420346673985,-1.4335020281472215,0.7441331687861029,False,False,False,True,False,False,False,False,False,False,False,True
BRW-00048,-1.6393576483202645,0.6980428209288994,-0.2928894438338395,0.3817952067376584,1.317658904580658,-1.010701354277731,-0.24723615637564736,0.8213576841101734,-0.5812811699660997,0.3184399769479142,-1.387284196585012,0.6668739739541594,1.1914603039745766,-0.5701599696604893,0,-0.5811407083448192,-0.07726399154882019,0.5580075218528108,False,False,False,False,False,True,False,True,False,False,False,True
BRW-00049,-0.2431430206592365,-0.3800154002850453,-0.7193209218490643,-0.4639072629126851,-1.0836787992461985,1.4827027515017952,-0.4229423296225008,-0.2611565618340419,1.1417708456109048,0.0044585364549993185,1.6895756078789044,-0.7099099900108597,-0.5062992915496565,-0.10743310665500685,1,-0.09884464586831039,1.0733070681130776,-0.41712901968900196,False,False,False,False,True,False,False,True,False,False,False,True
BRW-00050,0.3773968138567759,-1.315498197096189,0.9487786833281383,-0.8421958770000995,0.7821542717694006,-1.010701354277731,-0.9676314666877462,-1.614299369264311,-0.7089146526014333,0.9464028579337439,-0.007010639442320594,-0.2406962998389724,0.3454382394752961,-0.4524453116447721,1,-0.016441194428366654,1.5453038009463156,-1.2041168094395522,True,False,False,False,False,False,False,True,False,False,False,True
BRW-00051,-1.2515202517477566,0.44282151518111024,-0.9638919165930901,-1.5950088297425615,-0.8180347687965198,-1.010701354277731,1.2111250815732357,1.362614807082281,-1.4747155484134353,0.632421417440829,-1.0709715064064786,-0.7919076947073788,-0.6718555220215905,-1.0831826066236236,0,-0.83494730271269,-1.8995993060654879,1.9074184621191788,False,False,False,False,True,False,False,False,True,False,True,False
BRW-00052,1.6184764828888007,-1.4452855074004856,-0.7945735356164568,0.7070710619307135,1.0414734443512297,-0.3873503278328495,-0.6337897375187248,0.28010056113806575,0.37596994979890286,-0.30952290403791555,-1.1859943028350362,0.07229507351782577,0.5968117733028437,-0.24830241688602,0,0.3059092626363058,0.8235792048190855,-0.32001998650641494,False,False,False,False,False,False,False,True,False,False,False,True
BRW-00053,-1.173952772433255,-0.8449186870827063,-1.0328734792132,-0.44745213862624067,0.6177079672053144,0.8593517250569137,0.05146433814400339,1.362614807082281,-1.4747155484134353,-0.30952290403791555,0.36681344895049167,-0.6201623877550974,-0.5923978137869405,-1.0907839125465317,0,-0.7741920921067731,-1.9224559132253616,0.8028032096672492,False,False,True,True,False,False,False,False,False,True,False,True
BRW-00054,0.9203691690582868,-2.123008571574608,-0.34305785301210123,1.1030226574104205,0.059012188878609026,0.8593517250569137,-0.05395936580410864,0.5507291226241195,-0.5174644286484329,0.9464028579337439,0.740637537343304,-0.28956544293880176,-0.7335639089637664,2.0445065406250267,1,6.089313253289855,-1.7243573324945658,0.7785259513716031,False,False,False,False,False,False,False,False,False,True,False,True
BRW-00055,-0.7085478965462458,-1.4354472574421653,-1.3276128831354876,-0.4760691854823545,0.49964395367212344,0.8593517250569137,-0.10667121777816466,-1.343670807778257,-0.8365481352367671,0.632421417440829,1.5745528114503466,-0.6299009820371254,-0.670059046646395,-0.8024286776635404,1,-0.36441150554387636,-0.33446410292673995,-0.6720402317932939,False,False,False,False,True,False,False,False,True,False,False,True
BRW-00056,-0.47584545860274113,0.17790425098756507,0.4909919495765,-0.44340673679520765,1.2881429011973602,0.8593517250569137,-0.24723615637564736,-0.2611565618340419,-0.07074723942476499,-0.6235043445308305,1.2869958203789527,-0.601102157265382,-0.47480711436886625,-0.45649629450267837,1,-0.4539849244574552,0.18292718223344473,-0.6073008763382355,False,False,False,False,False,True,False,True,False,False,False,True
BRW-00057,0.9979366483727884,-1.9796901438491261,1.243518087250426,0.9577680291912724,-0.4153521512101023,0.8593517250569137,-0.8270665280902636,0.009471999652011922,-1.0279983591897677,0.9464028579337439,1.028194528414698,-0.3465870828511127,0.007932928735511177,0.5658450055945595,1,2.4307708216595696,0.34181871338373776,-0.030715991816623975,False,True,False,False,False,False,False,True,False,False,False,True
BRW-00058,1.3082065656307946,-1.493022967492965,1.312499649870536,-0.04245031638405633,0.9149762869942404,0.2360006986120321,-0.6865015894927808,1.0919862455962273,-0.26219746337776567,1.5743657389195738,-0.17954483408515703,-0.42245743677304265,-0.6963837365105264,-0.6814879896501311,1,-0.19235825055064484,-1.836237198449771,1.0698530509193644,True,False,False,True,False,False,True,False,False,False,False,True
BRW-00059,-1.4842226896912614,-0.004220159671482131,-1.6474364916469062,1.322737381805636,-1.2080676706472386,-1.322376867500172,-0.24723615637564736,1.633243368568335,-0.07074723942476499,0.0044585364549993185,-0.7546588162279452,3.2678424260859007,4.752233541709531,1.0012023151481828,1,0.4922292919937286,-0.2116483737308061,0.9585822837309833,False,False,True,True,False,False,True,False,False,False,False,True
BRW-00060,-1.6393576483202645,-0.5491275205946617,-0.769489331027326,0.30510265694210775,0.6788482599278592,1.4827027515017952,0.5961534752092489,-1.614299369264311,-1.602349031048769,-0.30952290403791555,0.4818362453790493,-0.5073418167736425,-0.259944321929194,1.2174052956297734,0,0.975616155226759,0.8826240843880192,-0.8864893467381736,False,False,False,False,False,True,False,False,False,True,True,False
BRW-00061,-1.3290877310622582,2.003706384284746,-0.23017893236101236,-0.9014901551476655,0.8517277083157454,-1.010701354277731,-0.4405129469471861,1.0919862455962273,-1.2832653244604348,1.2603842984266589,1.6033085105574862,-0.28253624774646563,-0.7072847635457667,-0.8911652195570192,0,-0.7978449557450326,-2.3235053034801663,1.0658068412034232,False,False,True,True,False,False,False,False,False,False,False,True
BRW-00062,1.4633415242597976,1.8444942630804113,-0.5374604385778654,0.22961909157630989,-0.2192815573067682,-1.322376867500172,-0.7919252934408929,-0.5317851233200958,0.8226871390225703,0.3184399769479142,0.5393476435933281,1.834325103155333,-0.280084365179725,0.1982793944602151,1,-0.36820703391231485,-0.2470976564381637,-0.665970917219382,False,False,False,False,True,False,False,False,False,True,False,True
BRW-00063,-1.4842226896912614,-0.8756422436280814,-1.1896497578952678,-1.7184839124169167,0.9993077252322333,0.2360006986120321,-0.9324902320383756,1.0919862455962273,-0.006930498107098109,0.9464028579337439,-0.8984373117636422,-0.9118165529526325,-0.739808558577826,-1.2501857219973307,1,-0.9125760130318309,-1.6844672974524908,0.636908611313663,False,False,False,False,False,False,False,False,True,False,False,True
BRW-00064,0.4549642931712775,0.559079050436981,-1.5972680824686445,-0.6537695343680238,0.17707620241179997,0.8593517250569137,0.10417619011805941,1.0919862455962273,0.5036034324342362,-1.565448666009575,0.6256147409147463,-0.6781377847460667,-0.467115163466621,0.16480706163800357,0,-0.17752292335601105,-0.0034699636165018886,0.06841614622393392,False,False,False,False,False,False,False,True,False,False,False,True
BRW-00065,-0.3982779792882396,0.7525270465133307,0.2715051594216049,-1.0143585994939954,1.496863210836393,0.2360006986120321,-0.45808356427187147,-0.5317851233200958,-0.38983094601309926,0.9464028579337439,-0.8121702144422239,-0.6975133570377008,-0.5320767251324909,-0.9877132354498106,1,-0.7963112413026732,0.3441666240043163,-0.18244885616441633,False,False,False,False,True,False,True,False,False,False,False,True
BRW-00066,0.22226185522777284,-0.6033647495912466,-0.7381340752909124,0.5262380208301318,-1.3682974032994257,1.4827027515017952,-0.8797783800643196,-1.0730422462922033,2.673372637234908,1.2603842984266589,-0.5821246215851087,-0.5544199730720305,-0.527331427602196,-0.6953575380074348,1,-0.48148736149976257,1.4857464195302814,-0.6437167637817055,False,True,False,True,False,False,False,False,False,True,False,True
BRW-00067,1.6184764828888007,-1.5075158949967178,1.287415445281405,-1.2626357659937038,-1.3050488246209306,1.4827027515017952,0.15688804209211543,-1.343670807778257,-0.9003648765544338,-0.30952290403791555,0.13676785609337644,-0.847319489869088,-0.7303685684573825,-1.1321858423681963,1,-0.7496364062369748,-0.5134851338037487,-0.9572980167671434,False,True,False,False,True,False,False,False,True,False,False,True
BRW-00068,0.8428016897437852,-0.01421748080186716,-1.252360269368095,-0.7307584294349506,1.1700788876641692,0.2360006986120321,-0.7919252934408929,-1.614299369264311,2.801006119870242,0.9464028579337439,1.517041413236068,-0.6182692324188834,-0.5462627357109456,-0.6963083372947222,1,-0.5736296455516663,1.9597798716903405,-1.1029615665410242,True,False,False,False,False,False,False,False,False,False,False,True
BRW-00069,-1.018817813804252,-0.17585325602445068,0.3342156708944321,-0.5884800067812312,1.1700788876641692,-1.322376867500172,-0.2823773910250181,-0.2611565618340419,-1.2194485831427682,-0.30952290403791555,1.1719730239503952,0.750197660553318,1.064754208980712,-0.3554841378430266,0,-0.32514989943547196,0.11921838676166746,-0.4818683751440601,False,True,False,False,False,False,False,False,False,True,False,True
BRW-00070,0.9979366483727884,-0.4405543982036296,0.8797971207080284,-1.7209297825430574,-0.12019211737712644,-1.010701354277731,-0.6513603548434101,0.009471999652011922,0.6950536563872369,0.3184399769479142,-0.35207902872799346,-0.8785891363952713,-0.7342420151617275,-1.2172520300557612,0,-0.8944902855204652,-0.669814925374429,-0.22088784846585705,False,True,False,False,False,False,False,True,False,False,False,True
