log_id,borrower_id,channel,message,timestamp,status
c561d5cf-cefd-471d-a9c3-79b9f01ce329,BRW-03201,Chatbot,"CHATBOT: Hello BRW-03201, your account BRW-03201 is significantly overdue (₹17,852.48, 21 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927285,sent
ce9dcd50-496c-472f-ade4-be1cb5f419c3,BRW-00182,Chatbot,"CHATBOT: Hello BRW-00182, your account BRW-00182 is significantly overdue (₹271,621.10, 294 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927315,sent
7bfeee17-d05d-469f-9420-8f06499c1ed5,BRW-01676,Chatbot,"CHATBOT: Hello BRW-01676, your account BRW-01676 is significantly overdue (₹2,690.77, 68 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927344,sent
70595f8e-911e-46f3-a6ae-39b4f6301310,BRW-01377,Chatbot,"CHATBOT: Hello BRW-01377, your account BRW-01377 is significantly overdue (₹91,559.23, 4 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927381,sent
b1433a69-b083-4cdb-8c7e-6f45c59191e8,BRW-02469,Chatbot,"CHATBOT: Hello BRW-02469, your account BRW-02469 is significantly overdue (₹10,457.25, 2 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927410,sent
e7d75d57-46a3-4d2b-b6d8-2c39c0a9a8b1,BRW-00526,Chatbot,"CHATBOT: Hello BRW-00526, your account BRW-00526 is significantly overdue (₹85,605.26, 116 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927439,sent
c3fcca68-9916-460f-825d-a3c76f831092,BRW-01037,Chatbot,"CHATBOT: Hello BRW-01037, your account BRW-01037 is significantly overdue (₹44,535.07, 30 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927467,sent
c71c97b0-1a8d-449f-8f78-bfdfd1eba11d,BRW-01691,Chatbot,"CHATBOT: Hello BRW-01691, your account BRW-01691 is significantly overdue (₹207,450.48, 73 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927497,sent
673333d4-1e34-4240-a131-8d73936a9b85,BRW-02307,Chatbot,"CHATBOT: Hello BRW-02307, your account BRW-02307 is significantly overdue (₹194,228.40, 3 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927526,sent
36d50001-53c9-4980-b64f-fb6ee1c06ce0,BRW-04977,Chatbot,"CHATBOT: Hello BRW-04977, your account BRW-04977 is significantly overdue (₹52,058.08, 268 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927555,sent
14a075a1-b2da-4e85-b3ae-5558e412ccf7,BRW-04956,Chatbot,"CHATBOT: Hello BRW-04956, your account BRW-04956 is significantly overdue (₹391,514.76, 0 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927584,sent
7df6f7c8-3b63-48cf-a718-d8a4646f9e7d,BRW-03662,Chatbot,"CHATBOT: Hello BRW-03662, your account BRW-03662 is significantly overdue (₹259,119.28, 17 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927612,sent
c728596e-f668-4460-80c0-7aa4615dd0f8,BRW-02546,Chatbot,"CHATBOT: Hello BRW-02546, your account BRW-02546 is significantly overdue (₹293,780.62, 157 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927640,sent
7ae3bc27-96c1-41d1-b45b-8504cac867af,BRW-03059,Chatbot,"CHATBOT: Hello BRW-03059, your account BRW-03059 is significantly overdue (₹387,969.73, 140 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927669,sent
c26e1b48-c81e-489a-acaf-99773fed44f3,BRW-02767,Chatbot,"CHATBOT: Hello BRW-02767, your account BRW-02767 is significantly overdue (₹73,679.25, 87 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927699,sent
84125f45-0afa-4805-937a-dff8ff709393,BRW-00430,Chatbot,"CHATBOT: Hello BRW-00430, your account BRW-00430 is significantly overdue (₹64,180.90, 203 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927728,sent
fa6bbc93-fc2c-4729-949c-573c51c14565,BRW-02033,Chatbot,"CHATBOT: Hello BRW-02033, your account BRW-02033 is significantly overdue (₹93,516.21, 344 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927757,sent
48435df5-6b3f-403e-b9af-6e9d15bb8cec,BRW-03328,Chatbot,"CHATBOT: Hello BRW-03328, your account BRW-03328 is significantly overdue (₹192,606.09, 79 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927786,sent
6c421200-00b8-4ac5-817f-8eaba4c36416,BRW-01099,Chatbot,"CHATBOT: Hello BRW-01099, your account BRW-01099 is significantly overdue (₹12,641.91, 8 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927815,sent
6de59a74-92ef-4b4a-af6b-98f9253232bf,BRW-00531,Chatbot,"CHATBOT: Hello BRW-00531, your account BRW-00531 is significantly overdue (₹133,120.79, 126 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927843,sent
9252c816-c17b-4005-8414-3297a5831148,BRW-03364,Chatbot,"CHATBOT: Hello BRW-03364, your account BRW-03364 is significantly overdue (₹213,131.70, 171 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927871,sent
324e78e0-4cc1-4c62-84c3-0b4ee5586acc,BRW-01353,Chatbot,"CHATBOT: Hello BRW-01353, your account BRW-01353 is significantly overdue (₹39,256.81, 109 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927899,sent
539e851a-7ec9-4950-af77-4764d76d5ac5,BRW-04460,Chatbot,"CHATBOT: Hello BRW-04460, your account BRW-04460 is significantly overdue (₹105,816.00, 82 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927927,sent
e29b95c2-d78f-438a-a68e-61f6170820f0,BRW-00815,Chatbot,"CHATBOT: Hello BRW-00815, your account BRW-00815 is significantly overdue (₹88,762.38, 79 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927954,sent
57ff1fa1-9cc8-45a6-8b3d-1a05716dcfbd,BRW-00967,Chatbot,"CHATBOT: Hello BRW-00967, your account BRW-00967 is significantly overdue (₹37,494.65, 72 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.927982,sent
2875874c-44d0-421c-98b6-e4e65832f2e9,BRW-00388,Chatbot,"CHATBOT: Hello BRW-00388, your account BRW-00388 is significantly overdue (₹9,852.99, 284 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928010,sent
c3449793-4f09-43f8-b845-d802463d9e6a,BRW-02713,Chatbot,"CHATBOT: Hello BRW-02713, your account BRW-02713 is significantly overdue (₹98,029.44, 65 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928038,sent
3d47c52e-ce6e-4872-bccb-1514f1ce8523,BRW-01950,Chatbot,"CHATBOT: Hello BRW-01950, your account BRW-01950 is significantly overdue (₹86,032.64, 247 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928066,sent
d51e7e07-e0d5-4c3c-b5ad-34b49d90a962,BRW-03171,Chatbot,"CHATBOT: Hello BRW-03171, your account BRW-03171 is significantly overdue (₹47,745.53, 299 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928094,sent
0929234c-c21a-41d8-abe9-a1a12308e612,BRW-04153,Chatbot,"CHATBOT: Hello BRW-04153, your account BRW-04153 is significantly overdue (₹70,989.91, 56 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928122,sent
b692459a-54e1-4ef3-9bc6-9ff3d5b70945,BRW-03242,Chatbot,"CHATBOT: Hello BRW-03242, your account BRW-03242 is significantly overdue (₹18,895.80, 76 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928150,sent
75b21104-79e3-4d23-b0c5-965c2658b0bd,BRW-01177,Chatbot,"CHATBOT: Hello BRW-01177, your account BRW-01177 is significantly overdue (₹96,791.76, 12 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928179,sent
f45da832-d5e6-4aa9-bcee-f09433bb9933,BRW-02100,Chatbot,"CHATBOT: Hello BRW-02100, your account BRW-02100 is significantly overdue (₹227,758.42, 4 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928206,sent
69e4fd13-71d2-40fe-9623-d0841b98051d,BRW-04182,Chatbot,"CHATBOT: Hello BRW-04182, your account BRW-04182 is significantly overdue (₹194,904.44, 211 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928233,sent
c2553474-0496-4ca6-8e2c-7b01972917f6,BRW-02622,Chatbot,"CHATBOT: Hello BRW-02622, your account BRW-02622 is significantly overdue (₹169,598.53, 52 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928261,sent
3dda5811-c18e-4d51-be01-e8b1f9f286b6,BRW-00080,Chatbot,"CHATBOT: Hello BRW-00080, your account BRW-00080 is significantly overdue (₹23,212.81, 147 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928288,sent
c364e479-5e02-404d-bbdb-87dfcd966538,BRW-01216,Chatbot,"CHATBOT: Hello BRW-01216, your account BRW-01216 is significantly overdue (₹33,548.68, 103 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928315,sent
8c908ccb-0b3d-4a83-80c5-1f967636d41e,BRW-02192,Chatbot,"CHATBOT: Hello BRW-02192, your account BRW-02192 is significantly overdue (₹287,976.70, 19 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928342,sent
c9177963-48a7-43be-a20f-5fb11e5cd6a3,BRW-04752,Chatbot,"CHATBOT: Hello BRW-04752, your account BRW-04752 is significantly overdue (₹179,431.24, 79 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928370,sent
45ca874a-2852-4c00-a721-a42fd694806e,BRW-02172,Chatbot,"CHATBOT: Hello BRW-02172, your account BRW-02172 is significantly overdue (₹378,790.88, 24 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928398,sent
5772685f-2301-458e-9b9f-66d249ac2c4d,BRW-00697,Chatbot,"CHATBOT: Hello BRW-00697, your account BRW-00697 is significantly overdue (₹339,033.63, 129 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928426,sent
5983547d-d8da-47eb-afb5-8423f9fe42ee,BRW-04097,Chatbot,"CHATBOT: Hello BRW-04097, your account BRW-04097 is significantly overdue (₹75,027.69, 253 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928454,sent
f7cf7a45-89aa-453a-9bdb-244c925bebb4,BRW-03729,Chatbot,"CHATBOT: Hello BRW-03729, your account BRW-03729 is significantly overdue (₹393,925.68, 15 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928481,sent
a488685b-8054-4889-8684-e4817ce03f76,BRW-03046,Chatbot,"CHATBOT: Hello BRW-03046, your account BRW-03046 is significantly overdue (₹212,816.09, 2 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928509,sent
6ba900b6-82bb-44f8-9e9b-156f5c892005,BRW-01782,Chatbot,"CHATBOT: Hello BRW-01782, your account BRW-01782 is significantly overdue (₹14,848.11, 28 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928536,sent
ae58089d-bcec-41c5-9d38-3913cac1e1a8,BRW-00614,Chatbot,"CHATBOT: Hello BRW-00614, your account BRW-00614 is significantly overdue (₹48,458.59, 49 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928564,sent
10010916-393b-4484-8680-db17521fd117,BRW-01669,Chatbot,"CHATBOT: Hello BRW-01669, your account BRW-01669 is significantly overdue (₹19,343.70, 85 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928596,sent
6c925a23-e97c-43b1-b392-6bcfb833e50c,BRW-00216,Chatbot,"CHATBOT: Hello BRW-00216, your account BRW-00216 is significantly overdue (₹101,671.88, 158 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928624,sent
2eebdd11-ccd2-4901-9287-97f0a86375cf,BRW-04123,Chatbot,"CHATBOT: Hello BRW-04123, your account BRW-04123 is significantly overdue (₹269,578.50, 104 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928652,sent
ee171a6d-8bb3-4932-b810-123d4ebbdc00,BRW-02093,Chatbot,"CHATBOT: Hello BRW-02093, your account BRW-02093 is significantly overdue (₹8,581.00, 26 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928680,sent
3f28951b-f4c8-4751-a771-886a5f83d62b,BRW-03475,Chatbot,"CHATBOT: Hello BRW-03475, your account BRW-03475 is significantly overdue (₹81,298.50, 11 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928708,sent
c6582dac-22c4-4faa-b690-2f7eaa0c6784,BRW-04586,Chatbot,"CHATBOT: Hello BRW-04586, your account BRW-04586 is significantly overdue (₹82,254.64, 59 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928735,sent
449f137f-84ce-4927-bf51-61021897c9c1,BRW-01193,Chatbot,"CHATBOT: Hello BRW-01193, your account BRW-01193 is significantly overdue (₹139,107.69, 57 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928763,sent
297441d2-3934-4a62-b14f-fb239156cb81,BRW-01990,Chatbot,"CHATBOT: Hello BRW-01990, your account BRW-01990 is significantly overdue (₹90,485.46, 44 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928792,sent
b3e1cdf1-6437-41c4-b0ed-78555d636b73,BRW-00116,Chatbot,"CHATBOT: Hello BRW-00116, your account BRW-00116 is significantly overdue (₹38,231.87, 21 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928820,sent
7be3ccb6-1e90-40a3-a968-00ab6d19642b,BRW-01695,Chatbot,"CHATBOT: Hello BRW-01695, your account BRW-01695 is significantly overdue (₹77,236.34, 27 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928848,sent
e7747d32-6e89-4525-8b11-7ec1bd87bfec,BRW-04367,Chatbot,"CHATBOT: Hello BRW-04367, your account BRW-04367 is significantly overdue (₹305,334.06, 65 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928876,sent
c5cd167f-2ac0-452b-9a50-4fd01ca12329,BRW-01329,Chatbot,"CHATBOT: Hello BRW-01329, your account BRW-01329 is significantly overdue (₹202,433.51, 16 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928904,sent
e4815d75-3464-4bd7-9b53-7f578db0eac7,BRW-00918,Chatbot,"CHATBOT: Hello BRW-00918, your account BRW-00918 is significantly overdue (₹348,429.76, 201 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928932,sent
d1baad5c-eab2-4838-b55d-db4bca5cc5b6,BRW-02949,Chatbot,"CHATBOT: Hello BRW-02949, your account BRW-02949 is significantly overdue (₹117,971.86, 17 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928959,sent
4364ef65-32f8-479f-bc87-3a216e93111c,BRW-02533,Chatbot,"CHATBOT: Hello BRW-02533, your account BRW-02533 is significantly overdue (₹11,945.53, 113 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.928988,sent
018cc557-a3b5-43f1-b7bd-70da66b5cd1e,BRW-03544,Chatbot,"CHATBOT: Hello BRW-03544, your account BRW-03544 is significantly overdue (₹43,185.17, 74 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929017,sent
42020b65-1bfd-496f-b6fd-8796c2ebfa7d,BRW-00013,Chatbot,"CHATBOT: Hello BRW-00013, your account BRW-00013 is significantly overdue (₹71,816.36, 1 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929045,sent
3abb840c-e772-487f-9c9a-392714b8cd24,BRW-03607,Chatbot,"CHATBOT: Hello BRW-03607, your account BRW-03607 is significantly overdue (₹42,536.00, 7 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929072,sent
bf05b70b-4c23-45b1-bde9-581ad7a48d1e,BRW-04292,Chatbot,"CHATBOT: Hello BRW-04292, your account BRW-04292 is significantly overdue (₹336,976.45, 124 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929100,sent
5618312e-ffa0-4700-9020-665565143688,BRW-03537,Chatbot,"CHATBOT: Hello BRW-03537, your account BRW-03537 is significantly overdue (₹191,970.33, 79 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929128,sent
df85b2fc-34cb-4708-9e3f-ffd30f80e4e5,BRW-04018,Chatbot,"CHATBOT: Hello BRW-04018, your account BRW-04018 is significantly overdue (₹105,670.48, 52 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929156,sent
61b120f3-2c33-49f3-8e86-750a14db1af2,BRW-03789,Chatbot,"CHATBOT: Hello BRW-03789, your account BRW-03789 is significantly overdue (₹310,757.94, 70 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929184,sent
1653cbe6-9349-464e-9c2a-e03561cc8332,BRW-04720,Chatbot,"CHATBOT: Hello BRW-04720, your account BRW-04720 is significantly overdue (₹27,404.61, 5 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929211,sent
fbeb7469-ec4c-4943-9b6e-111752b6dbb0,BRW-03953,Chatbot,"CHATBOT: Hello BRW-03953, your account BRW-03953 is significantly overdue (₹31,677.72, 146 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929240,sent
aaa23ca0-312e-419c-a7e6-5b99f12ae1d6,BRW-03137,Chatbot,"CHATBOT: Hello BRW-03137, your account BRW-03137 is significantly overdue (₹65,251.66, 54 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929268,sent
3a9dd4f6-7a50-494a-bb64-508867331572,BRW-02193,Chatbot,"CHATBOT: Hello BRW-02193, your account BRW-02193 is significantly overdue (₹143,984.52, 19 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929296,sent
64170843-112a-44c0-a541-766bdc74299d,BRW-00733,Chatbot,"CHATBOT: Hello BRW-00733, your account BRW-00733 is significantly overdue (₹248,099.00, 34 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929323,sent
eff4ff5d-1c3a-4067-b4b9-daeddccedf56,BRW-01255,Chatbot,"CHATBOT: Hello BRW-01255, your account BRW-01255 is significantly overdue (₹327,226.55, 38 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929351,sent
68ad473b-6379-48e2-9c6a-4ef79fefc0d2,BRW-04259,Chatbot,"CHATBOT: Hello BRW-04259, your account BRW-04259 is significantly overdue (₹66,917.74, 2 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929378,sent
84b8baa1-7c75-4fcb-911d-e61d30e6ead6,BRW-03993,Chatbot,"CHATBOT: Hello BRW-03993, your account BRW-03993 is significantly overdue (₹54,581.89, 50 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929406,sent
3e39149a-65c5-4116-9e6a-b9592e152d5f,BRW-02514,Chatbot,"CHATBOT: Hello BRW-02514, your account BRW-02514 is significantly overdue (₹195,893.45, 223 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929433,sent
d1cf775a-2e50-4c78-9b07-49300b434d5e,BRW-01648,Chatbot,"CHATBOT: Hello BRW-01648, your account BRW-01648 is significantly overdue (₹28,742.25, 48 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929461,sent
a888db36-8a33-4960-b560-bb1f48932a20,BRW-01008,Chatbot,"CHATBOT: Hello BRW-01008, your account BRW-01008 is significantly overdue (₹172,483.21, 147 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929488,sent
b13895c8-2981-492d-9625-453d41a9e54d,BRW-01155,Chatbot,"CHATBOT: Hello BRW-01155, your account BRW-01155 is significantly overdue (₹92,731.90, 84 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929516,sent
d84d8284-55aa-4c7c-a769-42184cb6331b,BRW-01870,Chatbot,"CHATBOT: Hello BRW-01870, your account BRW-01870 is significantly overdue (₹79,397.72, 66 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929544,sent
62b8525c-b698-4008-982f-71fbdbeab66b,BRW-03135,Chatbot,"CHATBOT: Hello BRW-03135, your account BRW-03135 is significantly overdue (₹361,282.74, 26 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929572,sent
f71028c6-d070-4e53-8177-f9706ea0fd3d,BRW-00034,Chatbot,"CHATBOT: Hello BRW-00034, your account BRW-00034 is significantly overdue (₹21,332.45, 87 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929602,sent
277b2c41-ab74-48b2-97aa-594f8befdf98,BRW-03468,Chatbot,"CHATBOT: Hello BRW-03468, your account BRW-03468 is significantly overdue (₹249,710.75, 68 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929639,sent
974105ba-4a93-495b-9da7-b5c4903867e5,BRW-02361,Chatbot,"CHATBOT: Hello BRW-02361, your account BRW-02361 is significantly overdue (₹82,908.28, 74 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929667,sent
662a8adc-d8c9-4bea-8d75-a6638f86d2e2,BRW-02860,Chatbot,"CHATBOT: Hello BRW-02860, your account BRW-02860 is significantly overdue (₹311,273.17, 30 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929695,sent
b96654a4-ba3d-466e-8cc1-c605e5c06d8b,BRW-04829,Chatbot,"CHATBOT: Hello BRW-04829, your account BRW-04829 is significantly overdue (₹174,755.12, 9 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929724,sent
6d65d699-6c4d-4362-b8a3-9d58b93195b3,BRW-04021,Chatbot,"CHATBOT: Hello BRW-04021, your account BRW-04021 is significantly overdue (₹33,788.91, 57 days).  We'd like to help you find a resolution.  Reply YES to schedule a call with an advisor.",2026-03-09T21:14:09.929751,sent
